-6.614962327779065276e+01,4.825601268098553476e+01,-7.754702707022461539e+01,-8.622822573938411495e+01,-7.331851158538263746e+01,-7.101072422268187267e+01,-4.191530114754057479e+01,-6.170926277981611463e+01,2.213050098459426707e+01,-2.372459374870993187e+01,8.865263708307471902e+00,8.728114355553058701e+00,-2.320280488410989506e+01,-1.900987171219098215e+01,-3.006985918074387243e+01,-8.794010956174192373e+00,3.523220776868202364e+01,-5.435315609157496120e+00,1.246568675932499382e+01,2.483470586548233161e+00
1.132323061808516798e+02,1.114267312099780014e+02,-3.755735276531582123e+00,5.746081470162491200e+01,-6.983066776028110212e+01,5.696265040661852908e+01,7.072897347933872148e+00,-8.850358757036829616e+00,-2.511803902676567279e+00,-6.535439126033468327e+00,-4.135409231316745604e+01,-2.781281447165082454e+01,5.549067187388617484e+00,4.032982254590288562e+01,1.648277250338019684e+01,-2.881798995227965232e+00,-2.419162552008429401e+01,7.525439923516674234e+00,-7.642504591971497341e+00,1.374367728082058093e+01
-8.451197260935582989e+00,-1.230329935958468894e+02,-8.325359549412867466e+01,7.359570943656665065e+01,-3.317939487871753812e+01,1.099179261521770989e+01,3.371820124505953231e+01,-7.144158610543857257e+00,4.373712731630362782e+01,-4.831185298270890627e+01,3.743419156592451458e+01,-8.752781527272103901e+00,2.710939327759894546e+00,2.460570181136816714e+01,1.314010898677555517e+01,-8.439380330506880412e+00,-1.485754565894362944e+00,1.423541680561026190e+01,8.145259785082309634e+00,4.758588206950150612e-01
5.223438740520442281e+01,-6.150025047800298239e+01,1.252476096150276108e+00,7.564616383357329710e+01,1.360742250933592068e+01,4.149701603036174191e+01,-4.512408860962305113e+01,5.010350602661569752e+01,-2.309893998621309663e+01,-7.820795867026670578e+01,3.074256702692884602e+01,-3.690878500569382936e+01,-2.588117309972796098e-01,-6.468287647589853195e-01,1.700398886563381851e+01,2.414342166488749086e+01,2.335505075277345810e+01,1.148956663103757947e+01,-1.345730541937922808e+01,2.958786942556049127e+01
-2.200778953058270204e+01,-2.176506095655602024e+01,-1.008044086397162715e+02,-3.283027786248840130e+01,-6.482962227660518550e+00,-1.533395233684351666e+01,2.988652460976507896e+01,6.428441370397974808e+00,4.834610971023369075e+01,-2.372559102302149725e+01,1.183502067636945476e+01,-2.346203679340952064e+01,1.828393616261028365e+00,2.603310791469858998e+01,1.803932582048504329e+01,-3.634960297839521104e+01,-1.519378151584621683e+01,2.389768049256636573e+01,1.418761971857346715e+01,-7.696455871353451883e+00
-4.518969632912723711e+01,4.340549992853728156e+01,-3.770586397739482010e+01,8.928719421990381022e+01,-9.738969615749608622e+00,4.521943960300485799e+01,-1.878663362945455972e+01,-8.666894939372271622e+00,2.305649167899417762e+01,1.039281657762310118e+01,-2.671267960323948998e+01,2.699250588780000015e+00,4.901090333290450474e+01,2.539759149201973898e+01,1.115295942684580055e+01,-6.162599923914409139e+00,2.053615149231860926e+01,-4.153092036561197631e+01,2.851320761807706550e+00,-2.793868284660667278e+00
-1.172927841419609152e+01,-8.480858331780677162e+00,-7.676626086825216078e+01,-5.235424805339408039e+01,-5.631180987885961997e+01,-7.889778589261788966e+01,-1.970056443093657705e+01,-2.728050331025682951e+01,3.259641819368400206e+01,-2.511210537970460166e+01,-2.059138344177564761e+01,2.537802437398493982e+00,6.642027743274022455e+00,-8.879577626285435343e+00,-2.303933856788879098e+01,-2.867598216639262620e+00,8.122867915576884812e+00,9.966730898046226306e-02,4.881550260652119277e+00,-7.567545665295067892e+00
1.407586965739070450e+01,8.020719309682949927e+01,4.850273269944705135e+01,4.326686644411302041e+01,-6.043714935728490190e+01,4.497435800202202216e+01,-4.170932809756514814e+01,-2.385467355610015971e+01,-2.699548769246817770e+01,1.160891237669678722e+00,3.314105592023955715e+00,-7.687913411820869669e+01,1.615828942655990375e+01,-1.535018088850816476e+01,4.645941087421619642e+01,-6.833992466605325333e+00,-1.137517551434010699e+01,-6.703238118397627510e+00,2.032882412793830795e+01,-3.433261526525983243e+01
1.465124641474247085e+02,3.115940664554394601e+01,8.707427052806811218e+01,-6.125967824494346559e+01,9.600883977580926043e+00,-3.530409579017258892e+01,4.006298369203599208e+01,6.287642158143103188e+01,3.198896542384309427e+01,5.919195106094021241e+01,-2.347852797160374205e+00,5.166834471072083090e+01,-3.767762314719833583e+00,3.012628877793914128e+01,3.926780854571137525e+01,-8.503378471888190404e+00,2.162369723475073968e+01,-5.214583464063227325e+01,1.114175093191965438e+01,-9.726756410869038305e+00
3.690851805654501661e+00,-7.707312318012306207e+01,1.399124102112111814e+02,1.425588646695050556e+02,8.600021511501618932e+01,2.400926982677419019e+01,4.296810741305019121e+01,2.998237420788928276e+01,4.694710928823267437e+01,-9.033724278583116885e+00,-3.147456706743519206e+01,-2.712823306301022797e+01,-2.859461303399793053e+01,1.782914655097419754e+01,-1.210383188833167623e+01,-1.547560855308794503e+00,1.191385488894947464e+01,-1.796617264999654395e+01,-2.035869854280686653e+01,4.914217013607853346e+00
